ER2061619_V66312	Chr1	100.000	86	0	0	1	86	4100037	4100122	2.06e-39	6668242
ER2061619_V66308	Chr1	100.000	39	0	0	1	39	4100122	4100084	7.76e-14	6668242
ER2061619_V67376	Chr6	100.000	51	0	0	1	51	4041260	4041210	2.76e-20	6133529
ER2061619_V67380	Chr6	100.000	49	0	0	1	49	4041212	4041260	3.33e-19	6133529
ER2061619_V62512	Chr4	100.000	35	0	0	1	35	4065396	4065362	1.37e-11	5413369
ER2061619_V62508	Chr6	100.000	38	0	0	1	38	1619964	1620001	2.64e-13	6133529
ER2061619_V63784	Chr3	100.000	51	0	0	1	51	4284619	4284569	2.76e-20	8237918
ER2061619_V67808	Chr2	100.000	49	0	0	1	49	1482340	1482388	3.81e-19	7915472
ER2061619_V62824	Chr5	100.000	35	0	0	1	35	1592748	1592782	1.08e-11	4460276
ER2061619_V65048	Chr5	100.000	84	0	0	1	84	613125	613208	2.58e-38	4460276
ER2061619_V61988	Chr2	100.000	91	0	0	1	91	7706921	7707011	3.69e-42	7915472
ER2061619_V62928	Chr1	100.000	79	0	0	1	79	4902236	4902158	1.53e-35	6668242
ER2061619_V64676	Chr4	100.000	46	0	0	1	46	175323	175368	2.66e-17	5413369
ER2061619_V65396	Chr5	100.000	48	0	0	1	48	2469951	2469998	1.88e-18	4460276
ER2061619_V66532	Chr6	100.000	62	0	0	1	62	3263166	3263105	3.18e-26	6133529
ER2061619_V62480	Chr3	100.000	50	0	0	1	50	6657144	6657193	9.59e-20	8237918
ER2061619_V63788	Chr3	100.000	39	0	0	1	39	4284569	4284607	7.76e-14	8237918
ER2061619_V65800	Chr6	100.000	79	0	0	1	79	5500077	5499999	1.50e-35	6133529
