2022-07-19T15:02:57
ID	Read	R1_Forward	R1_Reverse	R2_Forward	R2_Reverse	R1_Penalty	R2_Penalty
ERR2061617.266366 7001289F:103:C9WFLANXX:3:2109:13498:20038/1	R1	-	+	-	-	0.000000	-
ERR2061617.333412 7001289F:103:C9WFLANXX:4:1111:16984:20290/1	R1	-	+	-	-	0.777778	-
ERR2061617.362826 7001289F:103:C9WFLANXX:4:2116:15240:12663/2	R2	-	-	-	+	-	0.904762
ERR2061617.782291 7001289F:103:C9WFLANXX:3:2204:2165:61538/1	R1	-	+	-	-	0.000000	-
ERR2061617.1072071 7001289F:103:C9WFLANXX:3:2107:13963:93131/1	R1	-	+	-	-	0.526316	-
ERR2061617.1074054 7001289F:103:C9WFLANXX:3:2202:8336:85609/1	R1	-	+	-	-	0.526316	-
ERR2061617.1074066 7001289F:103:C9WFLANXX:4:1309:13484:85184/2	R2	-	-	-	+	-	0.928571
ERR2061617.1074068 7001289F:103:C9WFLANXX:4:1312:5721:63554/1	R1	-	+	-	-	0.777778	-
ERR2061617.1968653 7001289F:103:C9WFLANXX:3:2308:2663:61457/1	R1	-	+	-	-	0.736842	-
ERR2061617.3078591 7001289F:103:C9WFLANXX:4:2113:8074:48526/1	R1	-	+	-	-	0.588235	-
ERR2061617.3078592 7001289F:103:C9WFLANXX:4:2102:6857:23964/2	R2	-	-	-	+	-	0.000000
ERR2061617.3078593 7001289F:103:C9WFLANXX:3:2313:16317:86878/2	R2	-	-	+	-	-	0.673469
ERR2061617.3078595 7001289F:103:C9WFLANXX:4:2204:13321:17139/2	R2	-	-	+	-	-	0.657895
ERR2061617.3078596 7001289F:103:C9WFLANXX:4:2104:11232:99060/2	R2	-	-	+	-	-	0.457944
ERR2061617.3078597 7001289F:103:C9WFLANXX:4:1110:13272:53192/2	R2	-	-	+	-	-	0.000000
ERR2061617.3078598 7001289F:103:C9WFLANXX:3:2302:11380:91823/1	R1	+	-	-	+	0.862069	0.000000
ERR2061617.3078599 7001289F:103:C9WFLANXX:4:2313:15791:35559/2	R2	-	-	+	-	-	0.345455
ERR2061617.3078600 7001289F:103:C9WFLANXX:3:2109:19800:87123/2	R2	-	-	+	-	-	0.205128
ERR2061617.3078601 7001289F:103:C9WFLANXX:3:1211:10200:7636/2	R2	-	-	+	-	-	0.767442
ERR2061617.3078602 7001289F:103:C9WFLANXX:3:2311:20761:80552/1	R1	+	-	-	-	0.446429	-
ERR2061617.3078603 7001289F:103:C9WFLANXX:3:2115:1978:90407/1	R1	+	-	-	-	0.446429	-
ERR2061617.3078604 7001289F:103:C9WFLANXX:3:1207:14911:34266/1	R1	+	-	-	-	0.446429	-
ERR2061617.3078605 7001289F:103:C9WFLANXX:4:2303:15938:3334/2	R2	-	-	+	-	-	0.446429
ERR2061617.3078606 7001289F:103:C9WFLANXX:4:2302:12498:85129/1	R1	+	-	-	-	0.446429	-
ERR2061617.3078607 7001289F:103:C9WFLANXX:4:1305:7158:55512/1	R1	+	-	-	-	0.391753	-
ERR2061617.3078608 7001289F:103:C9WFLANXX:4:1206:8367:65677/2	R2	-	-	+	-	-	0.446429
ERR2061617.3078609 7001289F:103:C9WFLANXX:4:1103:8456:97814/2	R2	-	-	+	-	-	0.446429
ERR2061617.3078610 7001289F:103:C9WFLANXX:4:1101:9261:24097/2	R2	-	-	+	-	-	0.446429
ERR2061617.3078611 7001289F:103:C9WFLANXX:4:1106:17257:30665/2	R2	-	-	+	-	-	0.446429
ERR2061617.3078612 7001289F:103:C9WFLANXX:3:1210:11531:64784/1	R1	+	-	-	-	0.568182	-
ERR2061617.3078613 7001289F:103:C9WFLANXX:3:1216:5599:76078/2	R2	-	-	+	-	-	0.433628
ERR2061617.3078614 7001289F:103:C9WFLANXX:4:2214:12975:75920/1	R1	+	-	-	-	0.433628	-
ERR2061617.3078615 7001289F:103:C9WFLANXX:4:2203:6105:37988/1	R1	+	-	-	-	0.433628	-
ERR2061617.3078616 7001289F:103:C9WFLANXX:4:2114:8515:49352/1	R1	+	-	-	-	0.433628	-
ERR2061617.3078617 7001289F:103:C9WFLANXX:4:1109:14753:10590/1	R1	+	-	-	-	0.446429	-
ERR2061617.3078618 7001289F:103:C9WFLANXX:3:2311:9081:48463/2	R2	-	-	+	-	-	0.471698
ERR2061617.3078619 7001289F:103:C9WFLANXX:3:2210:19396:49710/1	R1	+	-	-	-	0.537736	-
ERR2061617.3078620 7001289F:103:C9WFLANXX:3:2207:20625:9027/1	R1	+	-	-	-	0.000000	-
ERR2061617.3078621 7001289F:103:C9WFLANXX:3:2103:15938:39423/1	R1	+	-	-	-	0.457944	-
ERR2061617.3078622 7001289F:103:C9WFLANXX:3:2212:13696:56537/2	R2	-	-	+	-	-	0.514019
ERR2061617.3078623 7001289F:103:C9WFLANXX:3:2208:20978:21145/1	R1	+	-	-	-	0.532710	-
ERR2061617.3078624 7001289F:103:C9WFLANXX:3:1313:14947:94435/2	R2	-	-	+	-	-	0.000000
ERR2061617.3078625 7001289F:103:C9WFLANXX:3:1210:11917:42996/1	R1	+	-	-	-	0.457944	-
ERR2061617.3078626 7001289F:103:C9WFLANXX:4:2315:13321:15844/2	R2	-	-	+	-	-	0.471698
ERR2061617.3078627 7001289F:103:C9WFLANXX:4:2211:6089:74536/1	R1	+	-	-	-	0.000000	-
