2024-12-27T11:09:44
ID	Read	R1_Forward	R1_Reverse	R2_Forward	R2_Reverse	R1_Penalty	R2_Penalty
ERR2061622.117916 7001289F:103:C9WFLANXX:4:2113:14111:99177/1	R1	-	+	-	+	0.000000	0.000000
ERR2061622.133218 7001289F:103:C9WFLANXX:4:1208:12689:90028/1	R1	-	+	-	+	0.600000	0.600000
ERR2061622.329042 7001289F:103:C9WFLANXX:4:2204:12601:94654/1	R1	-	+	-	+	0.777778	0.777778
ERR2061622.329746 7001289F:103:C9WFLANXX:4:1203:14388:90022/1	R1	-	+	-	+	0.366667	0.366667
ERR2061622.442145 7001289F:103:C9WFLANXX:4:2105:3957:25296/1	R1	-	+	-	+	0.904762	0.904762
ERR2061622.442721 7001289F:103:C9WFLANXX:3:2112:10885:31770/1	R1	-	+	-	+	0.950000	0.950000
ERR2061622.2383985 7001289F:103:C9WFLANXX:3:1109:3436:32289/1	R1	-	+	-	+	0.400000	0.400000
ERR2061622.2472670 7001289F:103:C9WFLANXX:3:2106:13815:22808/1	R1	-	+	-	+	0.736842	0.736842
ERR2061622.3142991 7001289F:103:C9WFLANXX:3:1211:8737:82850/1	R1	-	+	-	+	0.413793	0.413793
ERR2061622.3192797 7001289F:103:C9WFLANXX:4:1201:6732:35805/1	R1	+	-	+	-	0.500000	0.500000
ERR2061622.3199593 7001289F:103:C9WFLANXX:4:2103:14441:96953/1	R1	-	+	-	+	0.444444	0.444444
ERR2061622.3829218 7001289F:103:C9WFLANXX:3:2210:12046:71240/1	R1	-	+	-	+	0.461538	0.461538
ERR2061622.3831213 7001289F:103:C9WFLANXX:3:2208:9314:26866/1	R1	+	-	+	-	0.446429	0.446429
ERR2061622.3831216 7001289F:103:C9WFLANXX:4:2209:3407:36360/1	R1	+	-	+	-	0.446429	0.446429
ERR2061622.3831217 7001289F:103:C9WFLANXX:4:2103:10226:76252/1	R1	+	-	+	-	0.446429	0.446429
ERR2061622.3831218 7001289F:103:C9WFLANXX:4:2102:4804:86398/1	R1	+	-	+	-	0.047619	0.047619
ERR2061622.3831219 7001289F:103:C9WFLANXX:3:2213:12974:93831/1	R1	+	-	+	-	0.433628	0.433628
ERR2061622.3831223 7001289F:103:C9WFLANXX:4:2116:19474:34450/1	R1	+	-	+	-	0.446429	0.446429
ERR2061622.3831226 7001289F:103:C9WFLANXX:3:2316:2850:3559/1	R1	+	-	+	-	0.457944	0.457944
ERR2061622.3831227 7001289F:103:C9WFLANXX:3:2213:13444:35921/1	R1	+	-	+	-	0.000000	0.000000
ERR2061622.3831230 7001289F:103:C9WFLANXX:4:2216:5028:92571/1	R1	+	-	+	-	0.457944	0.457944
ERR2061622.3831231 7001289F:103:C9WFLANXX:4:2103:10159:36255/1	R1	+	-	+	-	0.560000	0.560000
ERR2061622.3831235 7001289F:103:C9WFLANXX:4:1202:13735:26866/1	R1	+	-	+	-	0.471698	0.471698
ERR2061622.3831240 7001289F:103:C9WFLANXX:3:1105:19104:35291/1	R1	+	-	+	-	0.678571	0.678571
ERR2061622.3831241 7001289F:103:C9WFLANXX:3:2311:13527:7738/1	R1	+	-	+	-	0.348624	0.348624
ERR2061622.3831242 7001289F:103:C9WFLANXX:3:2303:17851:15371/1	R1	+	-	+	-	0.302752	0.302752
ERR2061622.3831243 7001289F:103:C9WFLANXX:3:2214:11080:90107/1	R1	+	-	+	-	0.600000	0.600000
ERR2061622.3831244 7001289F:103:C9WFLANXX:3:2109:7472:24423/1	R1	+	-	+	-	0.000000	0.000000
ERR2061622.3831245 7001289F:103:C9WFLANXX:4:2314:17519:87838/1	R1	+	-	+	-	0.302752	0.302752
ERR2061622.3831246 7001289F:103:C9WFLANXX:4:2210:5748:17383/1	R1	+	-	+	-	0.000000	0.000000
ERR2061622.3831247 7001289F:103:C9WFLANXX:4:2210:13339:25054/1	R1	+	-	+	-	0.302752	0.302752
ERR2061622.3831249 7001289F:103:C9WFLANXX:4:1202:8529:46056/1	R1	+	-	+	-	0.320388	0.320388
ERR2061622.3831252 7001289F:103:C9WFLANXX:3:1101:9191:56332/1	R1	+	-	+	-	0.485149	0.485149
ERR2061622.3831256 7001289F:103:C9WFLANXX:3:1216:8293:28645/1	R1	-	+	-	+	0.342857	0.342857
ERR2061622.3831257 7001289F:103:C9WFLANXX:3:2304:16694:89459/1	R1	-	+	-	+	0.000000	0.000000
ERR2061622.3831259 7001289F:103:C9WFLANXX:4:1114:5972:43895/1	R1	+	-	+	-	0.457944	0.457944
ERR2061622.3831263 7001289F:103:C9WFLANXX:3:1303:11630:17938/1	R1	+	-	+	-	0.000000	0.000000
ERR2061622.3831266 7001289F:103:C9WFLANXX:3:2313:7680:86068/1	R1	-	+	-	+	0.000000	0.000000
ERR2061622.3831267 7001289F:103:C9WFLANXX:4:1315:18495:70258/1	R1	+	-	+	-	0.000000	0.000000
ERR2061622.3831269 7001289F:103:C9WFLANXX:3:2202:20318:6676/1	R1	+	-	+	-	0.000000	0.000000
ERR2061622.3831270 7001289F:103:C9WFLANXX:3:2110:6533:72618/1	R1	+	-	+	-	0.000000	0.000000
ERR2061622.3831271 7001289F:103:C9WFLANXX:3:2207:12981:49743/1	R1	-	+	-	+	0.000000	0.000000
ERR2061622.3831272 7001289F:103:C9WFLANXX:3:2213:9560:61461/1	R1	+	-	+	-	0.457944	0.457944
ERR2061622.3831273 7001289F:103:C9WFLANXX:3:2316:6429:46681/1	R1	-	+	-	+	0.000000	0.000000
ERR2061622.3831278 7001289F:103:C9WFLANXX:3:2110:9167:11572/1	R1	+	-	+	-	0.531915	0.531915
ERR2061622.3831279 7001289F:103:C9WFLANXX:4:2108:16727:15045/1	R1	-	+	-	+	0.000000	0.000000
ERR2061622.3831280 7001289F:103:C9WFLANXX:3:1307:18465:18701/1	R1	-	+	-	+	0.064815	0.064815
ERR2061622.3831285 7001289F:103:C9WFLANXX:3:2301:12293:91004/1	R1	-	+	-	+	0.067308	0.067308
ERR2061622.3831287 7001289F:103:C9WFLANXX:4:1204:6833:2171/1	R1	+	-	+	-	0.500000	0.500000
ERR2061622.3831291 7001289F:103:C9WFLANXX:3:1112:18215:76488/1	R1	+	-	+	-	0.558824	0.558824
ERR2061622.3831292 7001289F:103:C9WFLANXX:4:2211:14867:12244/1	R1	+	-	+	-	0.365385	0.365385
ERR2061622.3831295 7001289F:103:C9WFLANXX:4:2204:13735:76788/1	R1	-	+	-	+	0.000000	0.000000
ERR2061622.3831296 7001289F:103:C9WFLANXX:4:2103:13032:59305/1	R1	-	+	-	+	0.000000	0.000000
ERR2061622.3831297 7001289F:103:C9WFLANXX:3:1102:19133:42917/1	R1	+	-	+	-	0.678571	0.678571
ERR2061622.3831298 7001289F:103:C9WFLANXX:3:2205:20678:35388/1	R1	-	+	-	+	0.000000	0.000000
ERR2061622.3831299 7001289F:103:C9WFLANXX:3:2304:9286:17467/1	R1	+	-	+	-	0.417722	0.417722
ERR2061622.3831301 7001289F:103:C9WFLANXX:3:2313:6272:3720/1	R1	-	+	-	+	0.000000	0.000000
ERR2061622.3831304 7001289F:103:C9WFLANXX:4:2211:14431:95723/1	R1	-	+	-	+	0.000000	0.000000
ERR2061622.3831307 7001289F:103:C9WFLANXX:4:2105:20516:71548/1	R1	+	-	+	-	0.504673	0.504673
