ERR20616264288	Chr5	98.214	56	1	2	57	3840071	3840126	2.56e-21	57
ERR20616264256	Chr8	98.333	60	1	1	60	1055796	1055855	1.66e-23	60
ERR20616264256	Chr8	98.214	56	1	1	56	967214	967159	2.77e-21	60
ERR20616264256	Chr7	98.333	60	1	1	60	3523532	3523591	1.66e-23	60
ERR20616264256	Chr3	98.333	60	1	1	60	1848563	1848622	1.66e-23	60
ERR20616264256	Chr3	98.333	60	1	1	60	8109081	8109140	1.66e-23	60
ERR20616264256	Chr1	98.333	60	1	1	60	541519	541578	1.66e-23	60
ERR20616264256	Chr1	98.333	60	1	1	60	6360830	6360771	1.66e-23	60
ERR20616264256	Chr1	98.333	60	1	1	60	6414662	6414603	1.66e-23	60
ERR20616264256	Chr1	96.667	60	2	1	60	1292029	1291970	7.71e-22	60
ERR20616264256	Chr1	96.610	59	2	2	60	379830	379772	2.77e-21	60
ERR2061626824	Chr8	100.000	60	0	1	60	384390	384331	3.56e-25	60
ERR2061626824	Chr8	100.000	60	0	1	60	463792	463733	3.56e-25	60
ERR2061626824	Chr8	100.000	60	0	1	60	833141	833200	3.56e-25	60
ERR2061626824	Chr8	100.000	60	0	1	60	1356801	1356860	3.56e-25	60
ERR2061626824	Chr8	100.000	60	0	1	60	1468153	1468212	3.56e-25	60
ERR2061626824	Chr8	100.000	60	0	1	60	1554796	1554737	3.56e-25	60
ERR2061626824	Chr8	100.000	60	0	1	60	1726459	1726518	3.56e-25	60
ERR2061626824	Chr8	100.000	60	0	1	60	1802289	1802348	3.56e-25	60
ERR2061626824	Chr8	100.000	60	0	1	60	1828636	1828577	3.56e-25	60
ERR2061626824	Chr8	100.000	59	0	2	60	431646	431704	1.28e-24	60
ERR2061626824	Chr8	98.333	60	1	1	60	120198	120139	1.66e-23	60
ERR2061626824	Chr8	98.333	60	1	1	60	135365	135424	1.66e-23	60
ERR2061626824	Chr8	100.000	57	0	4	60	225380	225436	1.66e-23	60
ERR2061626824	Chr8	98.333	60	1	1	60	349175	349234	1.66e-23	60
ERR2061626824	Chr8	98.333	60	1	1	60	410947	410888	1.66e-23	60
ERR2061626824	Chr8	98.333	60	1	1	60	532476	532417	1.66e-23	60
ERR2061626824	Chr8	98.333	60	1	1	60	568349	568408	1.66e-23	60
ERR2061626824	Chr8	98.333	60	1	1	60	1162041	1162100	1.66e-23	60
ERR2061626824	Chr8	98.333	60	1	1	60	1493701	1493642	1.66e-23	60
ERR2061626824	Chr8	100.000	57	0	4	60	1623709	1623765	1.66e-23	60
ERR2061626824	Chr8	98.305	59	1	2	60	493304	493362	5.96e-23	60
ERR2061626824	Chr8	100.000	56	0	5	60	546511	546566	5.96e-23	60
ERR2061626824	Chr8	98.214	56	1	5	60	43681	43626	2.77e-21	60
