2024-12-27T10:59:33
ID	Read	R1_Forward	R1_Reverse	R2_Forward	R2_Reverse	R1_Penalty	R2_Penalty
ERR2061621.666129 7001289F:109:CB97UANXX:1:1202:14308:65709/1	R1	-	+	-	+	0.526316	0.526316
ERR2061621.2174754 7001289F:109:CB97UANXX:1:2311:5887:62944/1	R1	-	+	-	+	0.666667	0.666667
ERR2061621.3502698 7001289F:109:CB97UANXX:1:1103:13341:49090/1	R1	-	+	-	+	0.233333	0.233333
ERR2061621.3978511 7001289F:109:CB97UANXX:1:2105:4773:5138/1	R1	-	+	-	+	0.736842	0.736842
ERR2061621.5955285 7001289F:109:CB97UANXX:1:2315:1171:56921/1	R1	-	+	-	+	0.666667	0.666667
ERR2061621.6125239 7001289F:109:CB97UANXX:1:1101:16421:48564/1	R1	+	-	+	-	0.457944	0.457944
ERR2061621.6125240 7001289F:109:CB97UANXX:1:2203:17636:2212/1	R1	+	-	+	-	0.753846	0.753846
ERR2061621.6125241 7001289F:109:CB97UANXX:1:2208:20824:64085/1	R1	+	-	+	-	0.000000	0.000000
ERR2061621.6125244 7001289F:109:CB97UANXX:1:2214:16952:28484/1	R1	-	+	-	+	0.000000	0.000000
ERR2061621.6125246 7001289F:109:CB97UANXX:1:2207:2498:30179/1	R1	+	-	+	-	0.553571	0.553571
ERR2061621.6125248 7001289F:109:CB97UANXX:1:1302:18545:36312/1	R1	+	-	+	-	0.446429	0.446429
ERR2061621.6125251 7001289F:109:CB97UANXX:1:1306:20998:11706/1	R1	+	-	+	-	0.446429	0.446429
ERR2061621.6125254 7001289F:109:CB97UANXX:1:1115:8849:87346/1	R1	+	-	+	-	0.446429	0.446429
ERR2061621.6125257 7001289F:109:CB97UANXX:1:2214:17758:31573/1	R1	+	-	+	-	0.446429	0.446429
ERR2061621.6125259 7001289F:109:CB97UANXX:1:2205:16159:40771/1	R1	+	-	+	-	0.000000	0.000000
ERR2061621.6125263 7001289F:109:CB97UANXX:1:2204:5338:10098/1	R1	+	-	+	-	0.446429	0.446429
ERR2061621.6125265 7001289F:109:CB97UANXX:1:2316:20722:9295/1	R1	+	-	+	-	0.471698	0.471698
ERR2061621.6125267 7001289F:109:CB97UANXX:1:2114:10646:99622/1	R1	+	-	+	-	0.365385	0.365385
ERR2061621.6125268 7001289F:109:CB97UANXX:1:1301:15311:42459/1	R1	+	-	+	-	0.457944	0.457944
ERR2061621.6125271 7001289F:109:CB97UANXX:1:1214:5041:36573/1	R1	+	-	+	-	0.509434	0.509434
ERR2061621.6125273 7001289F:109:CB97UANXX:1:1110:8817:90410/1	R1	+	-	+	-	0.843137	0.843137
ERR2061621.6125274 7001289F:109:CB97UANXX:1:1205:15383:14748/1	R1	+	-	+	-	0.471698	0.471698
ERR2061621.6125276 7001289F:109:CB97UANXX:1:2302:19823:100073/1	R1	+	-	+	-	0.000000	0.000000
ERR2061621.6125277 7001289F:109:CB97UANXX:1:1116:18193:84550/1	R1	+	-	+	-	0.000000	0.000000
ERR2061621.6125279 7001289F:109:CB97UANXX:1:1307:13246:21814/1	R1	+	-	+	-	0.981132	0.981132
ERR2061621.6125280 7001289F:109:CB97UANXX:1:1114:7251:65663/1	R1	+	-	+	-	0.000000	0.000000
ERR2061621.6125282 7001289F:109:CB97UANXX:1:1309:2122:98617/1	R1	+	-	+	-	0.000000	0.000000
ERR2061621.6125283 7001289F:109:CB97UANXX:1:2116:11181:83391/1	R1	+	-	+	-	0.000000	0.000000
ERR2061621.6125285 7001289F:109:CB97UANXX:1:2104:20800:99492/1	R1	+	-	+	-	0.000000	0.000000
ERR2061621.6125290 7001289F:109:CB97UANXX:1:2115:4475:99759/1	R1	-	+	-	+	0.000000	0.000000
ERR2061621.6125292 7001289F:109:CB97UANXX:1:2106:6959:57918/1	R1	+	-	+	-	0.543478	0.543478
ERR2061621.6125297 7001289F:109:CB97UANXX:1:2303:4790:25159/1	R1	+	-	+	-	0.362637	0.362637
ERR2061621.6125299 7001289F:109:CB97UANXX:1:1115:11095:67784/1	R1	-	+	-	+	0.000000	0.000000
ERR2061621.6125300 7001289F:109:CB97UANXX:1:2116:13439:60615/1	R1	+	-	+	-	0.457944	0.457944
ERR2061621.6125301 7001289F:109:CB97UANXX:1:1307:5677:63792/1	R1	-	+	-	+	0.000000	0.000000
ERR2061621.6125302 7001289F:109:CB97UANXX:1:1213:5146:49118/1	R1	-	+	-	+	0.000000	0.000000
ERR2061621.6125303 7001289F:109:CB97UANXX:1:1105:10595:93889/1	R1	+	-	+	-	0.457944	0.457944
ERR2061621.6125304 7001289F:109:CB97UANXX:1:2312:7154:40193/1	R1	+	-	+	-	0.000000	0.000000
ERR2061621.6125306 7001289F:109:CB97UANXX:1:2211:11889:76724/1	R1	+	-	+	-	0.345455	0.345455
ERR2061621.6125308 7001289F:109:CB97UANXX:1:2204:19095:31793/1	R1	+	-	+	-	0.302752	0.302752
ERR2061621.6125310 7001289F:109:CB97UANXX:1:2114:20153:71806/1	R1	+	-	+	-	0.000000	0.000000
ERR2061621.6125311 7001289F:109:CB97UANXX:1:1105:16948:41468/1	R1	-	+	-	+	0.000000	0.000000
ERR2061621.6125312 7001289F:109:CB97UANXX:1:2214:10290:81488/1	R1	-	+	-	+	0.038835	0.038835
ERR2061621.6125313 7001289F:109:CB97UANXX:1:1108:8456:37332/1	R1	+	-	+	-	0.000000	0.000000
ERR2061621.6125314 7001289F:109:CB97UANXX:1:2312:8720:6356/1	R1	+	-	+	-	0.441860	0.441860
ERR2061621.6125322 7001289F:109:CB97UANXX:1:1303:9039:41709/1	R1	+	-	+	-	0.000000	0.000000
ERR2061621.6125323 7001289F:109:CB97UANXX:1:1211:8884:57803/1	R1	+	-	+	-	0.862069	0.862069
ERR2061621.6125324 7001289F:109:CB97UANXX:1:1306:18675:54550/1	R1	+	-	+	-	0.636364	0.636364
ERR2061621.6125328 7001289F:109:CB97UANXX:1:2214:12979:83050/1	R1	+	-	+	-	0.000000	0.000000
ERR2061621.6125330 7001289F:109:CB97UANXX:1:1308:8932:28268/1	R1	+	-	+	-	0.441860	0.441860
ERR2061621.6125332 7001289F:109:CB97UANXX:1:2102:11095:74452/1	R1	-	+	-	+	0.000000	0.000000
ERR2061621.6125333 7001289F:109:CB97UANXX:1:1113:5035:71058/1	R1	-	+	-	+	0.046296	0.046296
ERR2061621.6125336 7001289F:109:CB97UANXX:1:1315:12080:38303/1	R1	+	-	+	-	0.678571	0.678571
ERR2061621.6125337 7001289F:109:CB97UANXX:1:1305:15018:70416/1	R1	+	-	+	-	0.625000	0.625000
ERR2061621.6125338 7001289F:109:CB97UANXX:1:2311:4777:58024/1	R1	+	-	+	-	0.365385	0.365385
ERR2061621.6125339 7001289F:109:CB97UANXX:1:1204:19534:19302/1	R1	-	+	-	+	0.000000	0.000000
ERR2061621.6125340 7001289F:109:CB97UANXX:1:1204:3920:92976/1	R1	+	-	+	-	0.392857	0.392857
ERR2061621.6125342 7001289F:109:CB97UANXX:1:2103:20431:77567/1	R1	+	-	+	-	0.000000	0.000000
ERR2061621.6125345 7001289F:109:CB97UANXX:1:1301:12004:62544/1	R1	-	+	-	+	0.000000	0.000000
ERR2061621.6125346 7001289F:109:CB97UANXX:1:2106:9038:24702/1	R1	-	+	-	+	0.000000	0.000000
ERR2061621.6125347 7001289F:109:CB97UANXX:1:2310:4183:68325/1	R1	+	-	+	-	0.471698	0.471698
ERR2061621.6125348 7001289F:109:CB97UANXX:1:2210:9560:61195/1	R1	+	-	+	-	0.000000	0.000000
ERR2061621.6125350 7001289F:109:CB97UANXX:1:1112:15375:12532/1	R1	+	-	+	-	0.830508	0.830508
ERR2061621.6125351 7001289F:109:CB97UANXX:1:2113:5509:69376/1	R1	+	-	+	-	0.415094	0.415094
ERR2061621.6125352 7001289F:109:CB97UANXX:1:2206:17798:82555/1	R1	-	+	-	+	0.000000	0.000000
ERR2061621.6125353 7001289F:109:CB97UANXX:1:2304:6023:89894/1	R1	+	-	+	-	0.387755	0.387755
ERR2061621.6125354 7001289F:109:CB97UANXX:1:1211:16316:28128/1	R1	-	+	-	+	0.133333	0.133333
ERR2061621.6125356 7001289F:109:CB97UANXX:1:1215:14749:87153/1	R1	-	+	-	+	0.000000	0.000000
ERR2061621.6125358 7001289F:109:CB97UANXX:1:2207:4622:79944/1	R1	+	-	+	-	0.475000	0.475000
ERR2061621.6125361 7001289F:109:CB97UANXX:1:1208:15014:75267/1	R1	+	-	+	-	0.568421	0.568421
ERR2061621.6125362 7001289F:109:CB97UANXX:1:2207:4290:92888/1	R1	+	-	+	-	0.609756	0.609756
ERR2061621.6125363 7001289F:109:CB97UANXX:1:1104:3203:66844/1	R1	-	+	-	+	0.109589	0.109589
ERR2061621.6125365 7001289F:109:CB97UANXX:1:1106:18368:44585/1	R1	+	-	+	-	0.781250	0.781250
ERR2061621.6125367 7001289F:109:CB97UANXX:1:2214:2732:79539/1	R1	+	-	+	-	0.636364	0.636364
ERR2061621.6125369 7001289F:109:CB97UANXX:1:2111:13782:28517/1	R1	-	+	-	+	0.000000	0.000000
ERR2061621.6125371 7001289F:109:CB97UANXX:1:2303:11126:37743/1	R1	+	-	+	-	0.000000	0.000000
ERR2061621.6125374 7001289F:109:CB97UANXX:1:2204:3499:99419/1	R1	+	-	+	-	0.862069	0.862069
ERR2061621.6125377 7001289F:109:CB97UANXX:1:1302:16574:15499/1	R1	+	-	+	-	0.000000	0.000000
ERR2061621.6125378 7001289F:109:CB97UANXX:1:2201:4241:50887/1	R1	+	-	+	-	0.000000	0.000000
ERR2061621.6125379 7001289F:109:CB97UANXX:1:1102:5361:81825/1	R1	-	+	-	+	0.000000	0.000000
ERR2061621.6125386 7001289F:109:CB97UANXX:1:1113:14065:96267/1	R1	-	+	-	+	0.060606	0.060606
ERR2061621.6125391 7001289F:109:CB97UANXX:1:1303:8787:36865/1	R1	+	-	+	-	0.891892	0.891892
ERR2061621.6125393 7001289F:109:CB97UANXX:1:2206:1958:23858/1	R1	+	-	+	-	0.781250	0.781250
ERR2061621.6125396 7001289F:109:CB97UANXX:1:1215:4331:6206/1	R1	+	-	+	-	0.000000	0.000000
ERR2061621.6125397 7001289F:109:CB97UANXX:1:2305:13356:27988/1	R1	+	-	+	-	0.863636	0.863636
ERR2061621.6125399 7001289F:109:CB97UANXX:1:2112:11874:93102/1	R1	-	+	-	+	0.000000	0.000000
ERR2061621.6125401 7001289F:109:CB97UANXX:1:1302:4932:39896/1	R1	+	-	+	-	0.000000	0.000000
ERR2061621.6125402 7001289F:109:CB97UANXX:1:1210:15427:41678/1	R1	+	-	+	-	0.000000	0.000000
ERR2061621.6125403 7001289F:109:CB97UANXX:1:1106:17755:20947/1	R1	-	+	-	+	0.000000	0.000000
ERR2061621.6125404 7001289F:109:CB97UANXX:1:2306:4270:38713/1	R1	-	+	-	+	0.222222	0.222222
ERR2061621.6125409 7001289F:109:CB97UANXX:1:2201:5681:44501/1	R1	-	+	-	+	0.000000	0.000000
ERR2061621.6125411 7001289F:109:CB97UANXX:1:2307:11915:37300/1	R1	-	+	-	+	0.095238	0.095238
ERR2061621.6125413 7001289F:109:CB97UANXX:1:1202:8429:33073/1	R1	+	-	+	-	0.000000	0.000000
ERR2061621.6125414 7001289F:109:CB97UANXX:1:1313:4087:87881/1	R1	+	-	+	-	0.767442	0.767442
ERR2061621.6125415 7001289F:109:CB97UANXX:1:2302:7481:4332/1	R1	-	+	-	+	0.125000	0.125000
ERR2061621.6125416 7001289F:109:CB97UANXX:1:2308:18626:43756/1	R1	-	+	-	+	0.129630	0.129630
