ER2061615_V65872	Chr8	100.000	32	0	0	1	32	1597	1566	4.70e-10	34
ER2061615_V65872	Chr8	100.000	32	0	0	1	32	6735	6704	4.70e-10	34
ER2061615_V65872	Chr8	100.000	32	0	0	1	32	11904	11873	4.70e-10	34
ER2061615_V65872	Chr8	100.000	32	0	0	1	32	16935	16904	4.70e-10	34
ER2061615_V65872	Chr8	100.000	32	0	0	1	32	1847382	1847413	4.70e-10	34
ER2061615_V65872	Chr8	100.000	32	0	0	1	32	1857470	1857501	4.70e-10	34
ER2061615_V65872	Chr8	100.000	32	0	0	1	32	1862614	1862645	4.70e-10	34
ER2061615_V65872	Chr8	100.000	32	0	0	1	32	1867755	1867786	4.70e-10	34
ER2061615_V65872	Chr8	100.000	32	0	0	1	32	1872888	1872919	4.70e-10	34
ER2061615_V65872	Chr8	100.000	32	0	0	1	32	1878006	1878037	4.70e-10	34
ER2061615_V65872	Chr8	100.000	32	0	0	1	32	1883143	1883174	4.70e-10	34
ER2061615_V65872	Chr8	100.000	32	0	0	1	32	1888138	1888169	4.70e-10	34
ER2061615_V65872	Chr8	100.000	32	0	0	1	32	1893235	1893266	4.70e-10	34
ER2061615_V65872	Chr8	100.000	32	0	0	1	32	1898237	1898268	4.70e-10	34
ER2061615_V65872	Chr7	100.000	32	0	0	1	32	5028	4997	4.70e-10	34
ER2061615_V65872	Chr7	100.000	32	0	0	1	32	10047	10016	4.70e-10	34
ER2061615_V65872	Chr7	100.000	32	0	0	1	32	12492	12461	4.70e-10	34
ER2061615_V65872	Chr7	100.000	32	0	0	1	32	12768	12737	4.70e-10	34
ER2061615_V65872	Chr7	100.000	32	0	0	1	32	4036549	4036580	4.70e-10	34
ER2061615_V65872	Chr7	100.000	32	0	0	1	32	4041563	4041594	4.70e-10	34
ER2061615_V65872	Chr7	100.000	32	0	0	1	32	4044009	4044040	4.70e-10	34
ER2061615_V65872	Chr7	100.000	32	0	0	1	32	4049025	4049056	4.70e-10	34
ER2061615_V65872	Chr7	100.000	32	0	0	1	32	4054187	4054218	4.70e-10	34
ER2061615_V65872	Chr7	100.000	32	0	0	1	32	4059216	4059247	4.70e-10	34
ER2061615_V65872	Chr7	100.000	32	0	0	1	32	4069370	4069401	4.70e-10	34
ER2061615_V65872	Chr7	100.000	32	0	0	1	32	4074358	4074389	4.70e-10	34
ER2061615_V65872	Chr6	100.000	32	0	0	1	32	5224	5193	4.70e-10	34
ER2061615_V65872	Chr6	100.000	32	0	0	1	32	10258	10227	4.70e-10	34
ER2061615_V65872	Chr6	100.000	32	0	0	1	32	15290	15259	4.70e-10	34
ER2061615_V65872	Chr6	100.000	32	0	0	1	32	20317	20286	4.70e-10	34
ER2061615_V65872	Chr6	100.000	32	0	0	1	32	6102922	6102953	4.70e-10	34
ER2061615_V65872	Chr6	100.000	32	0	0	1	32	6108025	6108056	4.70e-10	34
ER2061615_V65872	Chr6	100.000	32	0	0	1	32	6113069	6113100	4.70e-10	34
ER2061615_V65872	Chr6	100.000	32	0	0	1	32	6118112	6118143	4.70e-10	34
ER2061615_V65872	Chr6	100.000	32	0	0	1	32	6123274	6123305	4.70e-10	34
ER2061615_V65872	Chr6	100.000	32	0	0	1	32	6128314	6128345	4.70e-10	34
ER2061615_V65872	Chr5	100.000	32	0	0	1	32	4965	4934	4.70e-10	34
ER2061615_V65872	Chr5	100.000	32	0	0	1	32	4439957	4439988	4.70e-10	34
ER2061615_V65872	Chr5	100.000	32	0	0	1	32	4444999	4445030	4.70e-10	34
ER2061615_V65872	Chr5	100.000	32	0	0	1	32	4450039	4450070	4.70e-10	34
ER2061615_V65872	Chr5	100.000	32	0	0	1	32	4455083	4455114	4.70e-10	34
ER2061615_V65872	Chr4	100.000	32	0	0	1	32	5045	5014	4.70e-10	34
ER2061615_V65872	Chr4	100.000	32	0	0	1	32	10086	10055	4.70e-10	34
ER2061615_V65872	Chr4	100.000	32	0	0	1	32	15124	15093	4.70e-10	34
ER2061615_V65872	Chr4	100.000	32	0	0	1	32	5398912	5398943	4.70e-10	34
ER2061615_V65872	Chr4	100.000	32	0	0	1	32	5403938	5403969	4.70e-10	34
ER2061615_V65872	Chr4	100.000	32	0	0	1	32	5408164	5408195	4.70e-10	34
ER2061615_V65872	Chr3	100.000	32	0	0	1	32	4595	4564	4.70e-10	34
ER2061615_V65872	Chr3	100.000	32	0	0	1	32	9585	9554	4.70e-10	34
ER2061615_V65872	Chr3	100.000	32	0	0	1	32	8232718	8232749	4.70e-10	34
ER2061615_V65872	Chr2	100.000	32	0	0	1	32	10246	10215	4.70e-10	34
ER2061615_V65872	Chr2	100.000	32	0	0	1	32	15283	15252	4.70e-10	34
ER2061615_V65872	Chr2	100.000	32	0	0	1	32	7910409	7910440	4.70e-10	34
ER2061615_V65872	Chr1	100.000	32	0	0	1	32	6663158	6663189	4.70e-10	34
ER2061615_V64760	Chr8	100.000	31	0	0	1	31	6865	6895	1.33e-09	31
ER2061615_V64760	Chr8	100.000	31	0	0	1	31	6987	7017	1.33e-09	31
ER2061615_V64760	Chr8	100.000	31	0	0	1	31	1847189	1847159	1.33e-09	31
ER2061615_V64760	Chr8	100.000	31	0	0	1	31	1852284	1852254	1.33e-09	31
ER2061615_V64760	Chr8	100.000	31	0	0	1	31	1898111	1898081	1.33e-09	31
