2022-07-19T14:17:42
ID	Read	R1_Forward	R1_Reverse	R2_Forward	R2_Reverse	R1_Penalty	R2_Penalty
ERR2061611.453489 7001289F:103:C9WFLANXX:3:2202:11671:94125/1	R1	-	+	-	-	0.526316	-
ERR2061611.454525 7001289F:103:C9WFLANXX:3:2206:7176:11556/1	R1	-	+	-	-	0.000000	-
ERR2061611.565826 7001289F:103:C9WFLANXX:4:1106:5251:41214/2	R2	-	-	-	+	-	0.526316
ERR2061611.566951 7001289F:103:C9WFLANXX:3:2212:10358:30150/2	R2	-	-	-	+	-	0.777778
ERR2061611.612491 7001289F:103:C9WFLANXX:3:2107:14468:34069/1	R1	-	+	-	-	0.950000	-
ERR2061611.613042 7001289F:103:C9WFLANXX:4:1302:20824:49981/1	R1	-	+	-	-	0.950000	-
ERR2061611.613370 7001289F:103:C9WFLANXX:3:2110:18873:71005/2	R2	-	-	-	+	-	0.950000
ERR2061611.614592 7001289F:103:C9WFLANXX:4:1307:2958:16344/1	R1	-	+	-	-	0.950000	-
ERR2061611.895862 7001289F:103:C9WFLANXX:4:1206:11711:90129/2	R2	-	-	-	+	-	0.000000
ERR2061611.1834239 7001289F:103:C9WFLANXX:3:2102:6592:8241/2	R2	-	-	-	+	-	0.777778
ERR2061611.3114724 7001289F:103:C9WFLANXX:3:1106:16689:7023/2	R2	-	-	-	+	-	0.000000
ERR2061611.3341175 7001289F:103:C9WFLANXX:3:2112:11107:2447/1	R1	-	+	-	-	0.954545	-
ERR2061611.3399793 7001289F:103:C9WFLANXX:4:2105:3178:25352/2	R2	-	-	+	-	-	0.444444
ERR2061611.5141453 7001289F:103:C9WFLANXX:3:2304:5938:83475/2	R2	-	-	+	-	-	0.177083
ERR2061611.5141454 7001289F:103:C9WFLANXX:3:1314:18682:75768/1	R1	+	-	-	-	0.500000	-
ERR2061611.5141455 7001289F:103:C9WFLANXX:3:1208:21235:83859/1	R1	+	-	-	-	0.345455	-
ERR2061611.5141456 7001289F:103:C9WFLANXX:4:2102:6100:9891/1	R1	+	-	-	-	0.798165	-
ERR2061611.5141457 7001289F:103:C9WFLANXX:4:1309:2617:17678/1	R1	+	-	-	-	0.446429	-
ERR2061611.5141458 7001289F:103:C9WFLANXX:4:2105:14886:100045/1	R1	+	-	-	-	0.446429	-
ERR2061611.5141459 7001289F:103:C9WFLANXX:4:2308:6717:76872/1	R1	-	+	+	-	0.000000	0.760000
ERR2061611.5141460 7001289F:103:C9WFLANXX:3:2116:9664:74175/1	R1	+	-	-	-	0.433628	-
ERR2061611.5141461 7001289F:103:C9WFLANXX:3:1113:4061:57447/1	R1	+	-	-	-	0.446429	-
ERR2061611.5141462 7001289F:103:C9WFLANXX:4:2316:8264:34848/2	R2	-	-	+	-	-	0.463636
ERR2061611.5141463 7001289F:103:C9WFLANXX:4:2214:9915:20755/1	R1	+	-	-	-	0.734513	-
ERR2061611.5141464 7001289F:103:C9WFLANXX:4:2111:18043:78305/1	R1	+	-	-	-	0.609756	-
ERR2061611.5141465 7001289F:103:C9WFLANXX:4:2109:8057:39251/2	R2	-	-	+	-	-	0.433628
ERR2061611.5141466 7001289F:103:C9WFLANXX:4:2116:5609:46752/2	R2	-	-	+	-	-	0.345455
ERR2061611.5141467 7001289F:103:C9WFLANXX:4:1210:18821:88542/2	R2	-	-	+	-	-	0.446429
ERR2061611.5141468 7001289F:103:C9WFLANXX:4:1114:8407:2604/2	R2	-	-	+	-	-	0.000000
ERR2061611.5141469 7001289F:103:C9WFLANXX:4:1114:10327:42697/2	R2	-	-	+	-	-	0.515789
ERR2061611.5141470 7001289F:103:C9WFLANXX:3:1105:17461:62798/1	R1	+	-	-	-	0.457944	-
ERR2061611.5141471 7001289F:103:C9WFLANXX:3:2315:8217:91186/1	R1	+	-	-	-	0.000000	-
ERR2061611.5141472 7001289F:103:C9WFLANXX:3:2209:5877:93414/2	R2	-	-	+	-	-	0.457944
ERR2061611.5141473 7001289F:103:C9WFLANXX:3:2307:9705:95587/1	R1	+	-	-	-	0.000000	-
ERR2061611.5141474 7001289F:103:C9WFLANXX:3:2214:20523:38070/1	R1	+	-	-	-	0.000000	-
ERR2061611.5141475 7001289F:103:C9WFLANXX:3:2202:9023:70060/2	R2	-	-	+	-	-	0.000000
ERR2061611.5141476 7001289F:103:C9WFLANXX:3:2215:2048:5374/2	R2	-	-	+	-	-	0.000000
ERR2061611.5141477 7001289F:103:C9WFLANXX:3:2110:9356:68411/2	R2	-	-	+	-	-	0.471698
ERR2061611.5141478 7001289F:103:C9WFLANXX:3:2101:2568:15167/1	R1	+	-	-	-	0.000000	-
