ERR206161111040	Chr7	100.000	48	0	13	60	2143123	2143170	1.67e-18	60	TelYs	2143122	revF
ERR20616115584	Chr8	100.000	60	0	1	60	3964	3905	3.56e-25	60	TelYs	3857	revT
ERR20616115584	Chr8	100.000	60	0	1	60	9133	9074	3.56e-25	60	TelYs	9026	revT
ERR20616115584	Chr8	100.000	60	0	1	60	14163	14104	3.56e-25	60	TelYs	14056	revT
ERR20616115584	Chr8	100.000	60	0	1	60	1845005	1845064	3.56e-25	60	TelYs	1845016	revF
ERR20616115584	Chr8	100.000	60	0	1	60	1850142	1850201	3.56e-25	60	TelYs	1850153	revF
ERR20616115584	Chr8	100.000	60	0	1	60	1855208	1855267	3.56e-25	60	TelYs	1855219	revF
ERR20616115584	Chr8	100.000	60	0	1	60	1860230	1860289	3.56e-25	60	TelYs	1860241	revF
ERR20616115584	Chr8	100.000	60	0	1	60	1865372	1865431	3.56e-25	60	TelYs	1865383	revF
ERR20616115584	Chr8	100.000	60	0	1	60	1870512	1870571	3.56e-25	60	TelYs	1870523	revF
ERR20616115584	Chr8	100.000	60	0	1	60	1875639	1875698	3.56e-25	60	TelYs	1875650	revF
ERR20616115584	Chr8	100.000	60	0	1	60	1880761	1880820	3.56e-25	60	TelYs	1880772	revF
ERR20616115584	Chr8	100.000	60	0	1	60	1885891	1885950	3.56e-25	60	TelYs	1885902	revF
ERR20616115584	Chr8	100.000	60	0	1	60	1890888	1890947	3.56e-25	60	TelYs	1890899	revF
ERR20616115584	Chr8	100.000	60	0	1	60	1895979	1896038	3.56e-25	60	TelYs	1895990	revF
ERR20616115584	Chr8	100.000	60	0	1	60	1900986	1901045	3.56e-25	60	TelYs	1900997	revF
ERR20616115584	Chr7	100.000	60	0	1	60	2255	2196	3.56e-25	60	TelYs	2148	revT
ERR20616115584	Chr7	100.000	60	0	1	60	7286	7227	3.56e-25	60	TelYs	7179	revT
ERR20616115584	Chr7	100.000	60	0	1	60	4039308	4039367	3.56e-25	60	TelYs	4039319	revF
ERR20616115584	Chr7	100.000	60	0	1	60	4046769	4046828	3.56e-25	60	TelYs	4046780	revF
ERR20616115584	Chr7	100.000	60	0	1	60	4051798	4051857	3.56e-25	60	TelYs	4051809	revF
ERR20616115584	Chr7	100.000	60	0	1	60	4056956	4057015	3.56e-25	60	TelYs	4056967	revF
ERR20616115584	Chr7	100.000	60	0	1	60	4061987	4062046	3.56e-25	60	TelYs	4061998	revF
ERR20616115584	Chr7	100.000	60	0	1	60	4067015	4067074	3.56e-25	60	TelYs	4067026	revF
ERR20616115584	Chr7	100.000	60	0	1	60	4077114	4077173	3.56e-25	60	TelYs	4077125	revF
ERR20616115584	Chr7	98.333	60	0	1	60	4072122	4072180	5.96e-23	60	TelYs	4072132	revF
ERR20616115584	Chr6	100.000	60	0	1	60	2452	2393	3.56e-25	60	TelYs	2345	revT
ERR20616115584	Chr6	100.000	60	0	1	60	7499	7440	3.56e-25	60	TelYs	7392	revT
ERR20616115584	Chr6	100.000	60	0	1	60	12520	12461	3.56e-25	60	TelYs	12413	revT
ERR20616115584	Chr6	100.000	60	0	1	60	17556	17497	3.56e-25	60	TelYs	17449	revT
ERR20616115584	Chr6	100.000	60	0	1	60	22579	22520	3.56e-25	60	TelYs	22472	revT
ERR20616115584	Chr6	100.000	60	0	1	60	6105682	6105741	3.56e-25	60	TelYs	6105693	revF
ERR20616115584	Chr6	100.000	60	0	1	60	6110797	6110856	3.56e-25	60	TelYs	6110808	revF
ERR20616115584	Chr6	100.000	60	0	1	60	6115842	6115901	3.56e-25	60	TelYs	6115853	revF
ERR20616115584	Chr6	100.000	60	0	1	60	6120883	6120942	3.56e-25	60	TelYs	6120894	revF
ERR20616115584	Chr6	100.000	60	0	1	60	6126044	6126103	3.56e-25	60	TelYs	6126055	revF
ERR20616115584	Chr6	100.000	60	0	1	60	6131085	6131144	3.56e-25	60	TelYs	6131096	revF
ERR20616115584	Chr5	100.000	60	0	1	60	2205	2146	3.56e-25	60	TelYs	2098	revT
ERR20616115584	Chr5	100.000	60	0	1	60	4437691	4437750	3.56e-25	60	TelYs	4437702	revF
ERR20616115584	Chr5	100.000	60	0	1	60	4442718	4442777	3.56e-25	60	TelYs	4442729	revF
ERR20616115584	Chr5	100.000	60	0	1	60	4447760	4447819	3.56e-25	60	TelYs	4447771	revF
