2024-12-26T17:06:52
ID	Read	R1_Forward	R1_Reverse	R2_Forward	R2_Reverse	R1_Penalty	R2_Penalty
ERR2061613.537365 7001289F:109:CB97UANXX:1:2307:11351:71363/1	R1	-	+	-	+	0.526316	0.526316
ERR2061613.537376 7001289F:103:C9WFLANXX:3:1310:8160:29032/1	R1	-	+	-	+	0.777778	0.777778
ERR2061613.537435 7001289F:109:CB97UANXX:1:2307:14951:3232/1	R1	-	+	-	+	0.964286	0.964286
ERR2061613.537714 7001289F:103:C9WFLANXX:4:2301:6454:26633/1	R1	-	+	-	+	0.850000	0.850000
ERR2061613.538415 7001289F:103:C9WFLANXX:4:2211:21024:51344/1	R1	-	+	-	+	0.580645	0.580645
ERR2061613.717682 7001289F:103:C9WFLANXX:4:1206:3014:9519/1	R1	-	+	-	+	0.904762	0.904762
ERR2061613.718020 7001289F:103:C9WFLANXX:3:1309:2949:64555/1	R1	-	+	-	+	0.950000	0.950000
ERR2061613.1148971 7001289F:103:C9WFLANXX:3:1214:5044:9606/1	R1	-	+	-	+	0.526316	0.526316
ERR2061613.2139947 7001289F:109:CB97UANXX:1:2113:17738:99694/1	R1	-	+	-	+	0.526316	0.526316
ERR2061613.3936950 7001289F:103:C9WFLANXX:4:1113:4089:87894/1	R1	-	+	-	+	0.736842	0.736842
ERR2061613.6074157 7001289F:103:C9WFLANXX:3:2103:6740:16980/1	R1	+	-	+	-	0.446429	0.446429
ERR2061613.6074158 7001289F:103:C9WFLANXX:3:1310:20212:45766/1	R1	+	-	+	-	0.446429	0.446429
ERR2061613.6074160 7001289F:103:C9WFLANXX:4:2209:17682:6066/1	R1	+	-	+	-	0.000000	0.000000
ERR2061613.6074161 7001289F:103:C9WFLANXX:4:2109:10408:89836/1	R1	+	-	+	-	0.526786	0.526786
ERR2061613.6074163 7001289F:109:CB97UANXX:1:1302:14661:64199/1	R1	+	-	+	-	0.446429	0.446429
ERR2061613.6074166 7001289F:103:C9WFLANXX:3:1104:10910:57220/1	R1	+	-	+	-	0.550562	0.550562
ERR2061613.6074168 7001289F:103:C9WFLANXX:3:2304:2541:9481/1	R1	+	-	+	-	0.433628	0.433628
ERR2061613.6074170 7001289F:103:C9WFLANXX:4:2111:1919:7648/1	R1	+	-	+	-	0.433628	0.433628
ERR2061613.6074171 7001289F:103:C9WFLANXX:4:2108:20071:84501/1	R1	+	-	+	-	0.734513	0.734513
ERR2061613.6074172 7001289F:109:CB97UANXX:1:1106:15176:67720/1	R1	+	-	+	-	0.550562	0.550562
ERR2061613.6074173 7001289F:109:CB97UANXX:1:2204:12356:36337/1	R1	+	-	+	-	0.433628	0.433628
ERR2061613.6074177 7001289F:103:C9WFLANXX:3:2114:9098:46661/1	R1	+	-	+	-	0.000000	0.000000
ERR2061613.6074182 7001289F:109:CB97UANXX:1:1302:10137:49730/1	R1	+	-	+	-	0.000000	0.000000
ERR2061613.6074183 7001289F:109:CB97UANXX:1:1116:18723:74171/1	R1	+	-	+	-	0.000000	0.000000
ERR2061613.6074184 7001289F:109:CB97UANXX:1:2104:5496:15834/1	R1	+	-	+	-	0.000000	0.000000
ERR2061613.6074187 7001289F:103:C9WFLANXX:4:1115:2100:91541/1	R1	+	-	+	-	0.345455	0.345455
ERR2061613.6074194 7001289F:103:C9WFLANXX:3:1214:9216:56790/1	R1	+	-	+	-	0.345455	0.345455
ERR2061613.6074195 7001289F:103:C9WFLANXX:3:1312:14687:75969/1	R1	+	-	+	-	0.452055	0.452055
ERR2061613.6074197 7001289F:103:C9WFLANXX:3:1114:1468:64528/1	R1	+	-	+	-	0.000000	0.000000
ERR2061613.6074198 7001289F:103:C9WFLANXX:4:2201:2144:95831/1	R1	+	-	+	-	0.000000	0.000000
ERR2061613.6074201 7001289F:103:C9WFLANXX:4:1201:20566:96169/1	R1	+	-	+	-	0.302752	0.302752
ERR2061613.6074203 7001289F:103:C9WFLANXX:4:1102:5423:77477/1	R1	+	-	+	-	0.000000	0.000000
ERR2061613.6074204 7001289F:109:CB97UANXX:1:1105:19747:29058/1	R1	+	-	+	-	0.000000	0.000000
ERR2061613.6074205 7001289F:109:CB97UANXX:1:2111:7218:85426/1	R1	+	-	+	-	0.000000	0.000000
ERR2061613.6074206 7001289F:109:CB97UANXX:1:2208:18478:30609/1	R1	+	-	+	-	0.302752	0.302752
ERR2061613.6074207 7001289F:109:CB97UANXX:1:1309:1816:2713/1	R1	+	-	+	-	0.000000	0.000000
ERR2061613.6074210 7001289F:109:CB97UANXX:1:2107:9948:44417/1	R1	+	-	+	-	0.381818	0.381818
ERR2061613.6074211 7001289F:109:CB97UANXX:1:1116:15660:68389/1	R1	+	-	+	-	0.000000	0.000000
ERR2061613.6074212 7001289F:103:C9WFLANXX:4:2109:10315:27585/1	R1	+	-	+	-	0.302752	0.302752
ERR2061613.6074213 7001289F:103:C9WFLANXX:4:1213:8735:13777/1	R1	+	-	+	-	0.000000	0.000000
ERR2061613.6074214 7001289F:109:CB97UANXX:1:2109:10092:94611/1	R1	-	+	-	+	0.000000	0.000000
ERR2061613.6074216 7001289F:109:CB97UANXX:1:2302:9689:34340/1	R1	+	-	+	-	0.684685	0.684685
ERR2061613.6074217 7001289F:103:C9WFLANXX:4:2213:5080:32897/1	R1	-	+	-	+	0.000000	0.000000
