ERR2061617
Number of raw reads processed: 43781229
Number of Telomere reads processed: 1788
Number of de-novo telomeres found by TeloPort: 		52
Number of true de-novo telomeres: 36
Number of clusters: 10
Number of true de-novos filtered out: 0.0
Number of true de-novo compared to the genome: 36.0
Number of de novo telomere matches to the genome: 1537
Distribution of clusters 
Distribution of Clusters
cluster0	7	 #######
cluster1	56	 ########################################################
cluster2	27	 ###########################
cluster3	10	 ##########
cluster4	14	 ##############
cluster5	15	 ###############
cluster6	10	 ##########
cluster7	25	 #########################
cluster8	8	 ########
cluster9	25	 #########################
ERR20616174616	Chr8	97.619	42	1	1	42	929	970	9.05e-14	42	TelYs	922	revF
ERR20616174616	Chr8	97.619	42	1	1	42	6067	6108	9.05e-14	42	TelYs	6060	revF
ERR20616174616	Chr8	97.619	42	1	1	42	11236	11277	9.05e-14	42	TelYs	11229	revF
ERR20616174616	Chr8	97.619	42	1	1	42	16266	16307	9.05e-14	42	TelYs	16259	revF
ERR20616174616	Chr8	97.619	42	1	1	42	1842901	1842860	9.05e-14	42	TelYs	1842812	revT
ERR20616174616	Chr8	97.619	42	1	1	42	1848039	1847998	9.05e-14	42	TelYs	1847950	revT
ERR20616174616	Chr8	97.619	42	1	1	42	1853105	1853064	9.05e-14	42	TelYs	1853016	revT
ERR20616174616	Chr8	97.619	42	1	1	42	1858128	1858087	9.05e-14	42	TelYs	1858039	revT
ERR20616174616	Chr8	97.619	42	1	1	42	1863271	1863230	9.05e-14	42	TelYs	1863182	revT
ERR20616174616	Chr8	97.619	42	1	1	42	1868412	1868371	9.05e-14	42	TelYs	1868323	revT
ERR20616174616	Chr8	97.619	42	1	1	42	1873544	1873503	9.05e-14	42	TelYs	1873455	revT
ERR20616174616	Chr8	97.619	42	1	1	42	1878664	1878623	9.05e-14	42	TelYs	1878575	revT
ERR20616174616	Chr8	97.619	42	1	1	42	1883800	1883759	9.05e-14	42	TelYs	1883711	revT
ERR20616174616	Chr8	97.619	42	1	1	42	1888796	1888755	9.05e-14	42	TelYs	1888707	revT
ERR20616174616	Chr8	97.619	42	1	1	42	1893891	1893850	9.05e-14	42	TelYs	1893802	revT
ERR20616174616	Chr8	97.619	42	1	1	42	1898892	1898851	9.05e-14	42	TelYs	1898803	revT
ERR20616174616	Chr7	97.619	42	1	1	42	4359	4400	9.05e-14	42	TelYs	4352	revF
ERR20616174616	Chr7	97.619	42	1	1	42	9390	9431	9.05e-14	42	TelYs	9383	revF
ERR20616174616	Chr7	97.619	42	1	1	42	11835	11876	9.05e-14	42	TelYs	11828	revF
ERR20616174616	Chr7	97.619	42	1	1	42	4037206	4037165	9.05e-14	42	TelYs	4037117	revT
ERR20616174616	Chr7	97.619	42	1	1	42	4042232	4042191	9.05e-14	42	TelYs	4042143	revT
ERR20616174616	Chr7	97.619	42	1	1	42	4044666	4044625	9.05e-14	42	TelYs	4044577	revT
ERR20616174616	Chr7	97.619	42	1	1	42	4049694	4049653	9.05e-14	42	TelYs	4049605	revT
ERR20616174616	Chr7	97.619	42	1	1	42	4054856	4054815	9.05e-14	42	TelYs	4054767	revT
ERR20616174616	Chr7	97.619	42	1	1	42	4059885	4059844	9.05e-14	42	TelYs	4059796	revT
ERR20616174616	Chr7	97.619	42	1	1	42	4064921	4064880	9.05e-14	42	TelYs	4064832	revT
ERR20616174616	Chr7	97.619	42	1	1	42	4070032	4069991	9.05e-14	42	TelYs	4069943	revT
ERR20616174616	Chr7	97.619	42	1	1	42	4075029	4074988	9.05e-14	42	TelYs	4074940	revT
ERR20616174616	Chr6	97.619	42	1	1	42	4555	4596	9.05e-14	42	TelYs	4548	revF
ERR20616174616	Chr6	97.619	42	1	1	42	9602	9643	9.05e-14	42	TelYs	9595	revF
ERR20616174616	Chr6	97.619	42	1	1	42	14621	14662	9.05e-14	42	TelYs	14614	revF
ERR20616174616	Chr6	97.619	42	1	1	42	19660	19701	9.05e-14	42	TelYs	19653	revF
ERR20616174616	Chr6	97.619	42	1	1	42	24682	24723	9.05e-14	42	TelYs	24675	revF
ERR20616174616	Chr6	97.619	42	1	1	42	6103579	6103538	9.05e-14	42	TelYs	6103490	revT
ERR20616174616	Chr6	97.619	42	1	1	42	6108694	6108653	9.05e-14	42	TelYs	6108605	revT
