ERR20616167216	Chr6	100.000	49	0	12	60	4822313	4822361	4.64e-19	60
ERR20616164864	Chr1	100.000	60	0	1	60	1795397	1795456	3.56e-25	60
ERR20616164376	Chr2	100.000	60	0	1	60	7751462	7751521	3.56e-25	60
ERR20616168416	Chr7	100.000	41	0	1	41	3710936	3710896	6.66e-15	41
ERR20616163560	Chr6	100.000	60	0	1	60	1620314	1620373	3.56e-25	60
ERR20616167192	Chr8	100.000	60	0	1	60	2007	1948	3.56e-25	60
ERR20616167192	Chr8	100.000	60	0	1	60	12209	12150	3.56e-25	60
ERR20616167192	Chr8	100.000	60	0	1	60	1846967	1847026	3.56e-25	60
ERR20616167192	Chr8	100.000	60	0	1	60	1852099	1852158	3.56e-25	60
ERR20616167192	Chr8	100.000	60	0	1	60	1867326	1867385	3.56e-25	60
ERR20616167192	Chr8	98.361	61	0	1	60	7174	7114	1.66e-23	60
ERR20616167192	Chr8	98.361	61	0	1	60	1857168	1857228	1.66e-23	60
ERR20616167192	Chr8	98.361	61	0	1	60	1862185	1862245	1.66e-23	60
ERR20616167192	Chr8	98.333	60	0	1	60	1872462	1872520	5.96e-23	60
ERR20616167192	Chr8	98.333	60	0	1	60	1877585	1877643	5.96e-23	60
ERR20616167192	Chr8	98.333	60	0	1	60	1882718	1882776	5.96e-23	60
ERR20616167192	Chr8	98.333	60	0	1	60	1887840	1887898	5.96e-23	60
ERR20616167192	Chr8	98.333	60	0	1	60	1897910	1897968	5.96e-23	60
ERR20616167192	Chr8	96.667	60	0	1	60	1892813	1892870	2.77e-21	60
ERR20616167192	Chr8	96.667	60	0	1	60	1902934	1902991	2.77e-21	60
ERR20616167192	Chr7	100.000	60	0	1	60	5327	5268	3.56e-25	60
ERR20616167192	Chr7	100.000	60	0	1	60	4041261	4041320	3.56e-25	60
ERR20616167192	Chr7	100.000	60	0	1	60	4053759	4053818	3.56e-25	60
ERR20616167192	Chr7	98.361	61	0	1	60	304	244	1.66e-23	60
ERR20616167192	Chr7	98.361	61	0	1	60	4048723	4048783	1.66e-23	60
ERR20616167192	Chr7	98.361	61	0	1	60	4058914	4058974	1.66e-23	60
ERR20616167192	Chr7	98.333	60	0	1	60	4079052	4079110	5.96e-23	60
ERR20616167192	Chr7	96.721	61	0	1	60	4063945	4064004	7.71e-22	60
ERR20616167192	Chr7	96.667	60	0	1	60	4074061	4074118	2.77e-21	60
ERR20616167192	Chr6	100.000	60	0	1	60	5532	5473	3.56e-25	60
ERR20616167192	Chr6	100.000	60	0	1	60	10563	10504	3.56e-25	60
ERR20616167192	Chr6	100.000	60	0	1	60	15601	15542	3.56e-25	60
ERR20616167192	Chr6	100.000	60	0	1	60	6107641	6107700	3.56e-25	60
