2024-12-26T17:33:24
ID	Read	R1_Forward	R1_Reverse	R2_Forward	R2_Reverse	R1_Penalty	R2_Penalty
ERR2061616.715267 7001289F:103:C9WFLANXX:3:2304:21057:54283/1	R1	-	+	-	+	0.863636	0.863636
ERR2061616.717102 7001289F:103:C9WFLANXX:4:2312:13412:14271/1	R1	-	+	-	+	0.950000	0.950000
ERR2061616.1639858 7001289F:103:C9WFLANXX:3:2305:13646:24313/1	R1	-	+	-	+	0.870370	0.870370
ERR2061616.1719598 7001289F:109:CB97UANXX:1:2109:20743:28654/1	R1	-	+	-	+	0.000000	0.000000
ERR2061616.2103664 7001289F:109:CB97UANXX:1:1116:9144:67771/1	R1	-	+	-	+	0.777778	0.777778
ERR2061616.2103711 7001289F:109:CB97UANXX:1:1316:10172:75504/1	R1	-	+	-	+	0.857143	0.857143
ERR2061616.5786001 7001289F:103:C9WFLANXX:4:2216:18972:28631/1	R1	-	+	-	+	0.526316	0.526316
ERR2061616.5804575 7001289F:103:C9WFLANXX:3:2314:21210:89922/1	R1	-	+	-	+	0.153846	0.153846
ERR2061616.5990979 7001289F:103:C9WFLANXX:3:1208:17195:43810/1	R1	+	-	+	-	0.446429	0.446429
ERR2061616.5990980 7001289F:103:C9WFLANXX:4:1315:18157:54708/1	R1	+	-	+	-	0.446429	0.446429
ERR2061616.5990982 7001289F:109:CB97UANXX:1:2207:9811:6701/1	R1	+	-	+	-	0.446429	0.446429
ERR2061616.5990983 7001289F:109:CB97UANXX:1:1309:18614:44595/1	R1	+	-	+	-	0.446429	0.446429
ERR2061616.5990984 7001289F:109:CB97UANXX:1:1210:19102:28436/1	R1	+	-	+	-	0.345455	0.345455
ERR2061616.5990986 7001289F:103:C9WFLANXX:3:2307:8016:57197/1	R1	+	-	+	-	0.433628	0.433628
ERR2061616.5990988 7001289F:103:C9WFLANXX:3:1207:12396:83050/1	R1	+	-	+	-	0.446429	0.446429
ERR2061616.5990990 7001289F:103:C9WFLANXX:3:1113:20878:27816/1	R1	+	-	+	-	0.433628	0.433628
ERR2061616.5990991 7001289F:103:C9WFLANXX:3:1113:13089:63729/1	R1	+	-	+	-	0.446429	0.446429
ERR2061616.5990993 7001289F:103:C9WFLANXX:4:1114:20727:49885/1	R1	+	-	+	-	0.553571	0.553571
ERR2061616.5990994 7001289F:109:CB97UANXX:1:1103:13602:60196/1	R1	+	-	+	-	0.568182	0.568182
ERR2061616.5990998 7001289F:109:CB97UANXX:1:2106:5397:19706/1	R1	+	-	+	-	0.491071	0.491071
