2022-07-19T15:08:10
ID	Read	R1_Forward	R1_Reverse	R2_Forward	R2_Reverse	R1_Penalty	R2_Penalty
ERR2061618.387860 7001289F:103:C9WFLANXX:3:2313:20195:2992/2	R2	-	-	-	+	-	0.526316
ERR2061618.388039 7001289F:109:CB97UANXX:1:2310:15666:40963/1	R1	-	+	-	-	0.526316	-
ERR2061618.388726 7001289F:109:CB97UANXX:1:2106:3271:15187/1	R1	-	+	-	-	0.172414	-
ERR2061618.388867 7001289F:109:CB97UANXX:1:1308:4143:68002/2	R2	-	-	-	+	-	0.000000
ERR2061618.388873 7001289F:109:CB97UANXX:1:1308:1221:43088/2	R2	-	-	-	+	-	0.787879
ERR2061618.483487 7001289F:109:CB97UANXX:1:1203:12684:21280/1	R1	-	+	-	-	0.964286	-
ERR2061618.483495 7001289F:103:C9WFLANXX:4:1210:11598:78015/2	R2	-	-	-	+	-	0.777778
ERR2061618.483760 7001289F:103:C9WFLANXX:3:1104:2207:2612/2	R2	-	-	-	+	-	0.526316
ERR2061618.508025 7001289F:109:CB97UANXX:1:2304:10219:23538/1	R1	-	+	-	-	0.000000	-
ERR2061618.522310 7001289F:109:CB97UANXX:1:1312:13450:28397/1	R1	-	+	-	-	0.904762	-
ERR2061618.522638 7001289F:103:C9WFLANXX:3:1109:9604:81553/2	R2	-	-	-	+	-	0.950000
ERR2061618.523380 7001289F:109:CB97UANXX:1:1201:17197:8823/1	R1	-	+	-	-	1.000000	-
ERR2061618.942668 7001289F:103:C9WFLANXX:3:1101:7170:15822/2	R2	-	-	-	+	-	0.000000
ERR2061618.1281084 7001289F:109:CB97UANXX:1:2213:17876:43512/2	R2	-	-	-	+	-	0.000000
ERR2061618.1480166 7001289F:109:CB97UANXX:1:1301:14297:32920/2	R2	-	-	-	+	-	0.296703
ERR2061618.1561326 7001289F:109:CB97UANXX:1:2313:17303:24552/1	R1	-	+	-	-	0.526316	-
ERR2061618.1561358 7001289F:103:C9WFLANXX:4:2305:17497:42058/2	R2	-	-	-	+	-	0.777778
ERR2061618.1561359 7001289F:103:C9WFLANXX:4:2108:17635:42696/2	R2	-	-	-	+	-	0.777778
ERR2061618.2418430 7001289F:109:CB97UANXX:1:1114:16371:68476/1	R1	-	+	-	-	0.526316	-
ERR2061618.2872195 7001289F:109:CB97UANXX:1:1303:3787:25023/2	R2	-	-	-	+	-	0.736842
ERR2061618.3107597 7001289F:103:C9WFLANXX:4:1111:2428:38512/1	R1	-	+	-	-	0.850000	-
ERR2061618.4421425 7001289F:109:CB97UANXX:1:1305:6569:26650/2	R2	-	-	-	+	-	0.000000
ERR2061618.4454782 7001289F:103:C9WFLANXX:4:1110:11283:28230/2	R2	-	-	+	-	-	0.000000
ERR2061618.4454783 7001289F:109:CB97UANXX:1:2301:19747:33654/1	R1	-	+	-	-	0.000000	-
ERR2061618.4454784 7001289F:103:C9WFLANXX:3:2214:9640:6780/1	R1	+	-	-	-	0.600000	-
ERR2061618.4454785 7001289F:103:C9WFLANXX:3:2213:12570:51886/1	R1	+	-	-	-	0.348624	-
ERR2061618.4454786 7001289F:103:C9WFLANXX:4:1307:3462:14485/2	R2	-	-	+	-	-	0.345455
ERR2061618.4454787 7001289F:103:C9WFLANXX:4:1110:12380:51271/2	R2	-	-	+	-	-	0.441860
ERR2061618.4454788 7001289F:103:C9WFLANXX:4:1208:1316:17149/1	R1	+	-	-	-	0.320388	-
ERR2061618.4454789 7001289F:109:CB97UANXX:1:1106:12328:60535/1	R1	+	-	-	-	0.475000	-
ERR2061618.4454790 7001289F:109:CB97UANXX:1:2215:12380:38790/1	R1	+	-	-	-	0.000000	-
ERR2061618.4454792 7001289F:109:CB97UANXX:1:2216:14971:18472/2	R2	-	-	+	-	-	0.990196
ERR2061618.4454793 7001289F:109:CB97UANXX:1:2103:8951:49347/2	R2	-	-	+	-	-	0.340206
ERR2061618.4454794 7001289F:109:CB97UANXX:1:1310:6999:15334/2	R2	-	-	+	-	-	0.365385
ERR2061618.4454795 7001289F:109:CB97UANXX:1:1313:19343:5481/2	R2	-	-	+	-	-	0.000000
ERR2061618.4454796 7001289F:109:CB97UANXX:1:1203:5039:86240/2	R2	-	-	+	-	-	0.760000
ERR2061618.4454797 7001289F:109:CB97UANXX:1:2109:8375:80162/1	R1	-	+	+	-	0.097222	0.714286
ERR2061618.4454798 7001289F:103:C9WFLANXX:3:2113:20330:72360/2	R2	-	-	+	-	-	0.320388
ERR2061618.4454799 7001289F:103:C9WFLANXX:3:1206:20126:88116/2	R2	-	-	+	-	-	0.000000
ERR2061618.4454800 7001289F:103:C9WFLANXX:3:1207:2237:27226/1	R1	+	-	-	-	0.678571	-
ERR2061618.4454801 7001289F:103:C9WFLANXX:4:1309:15076:37174/2	R2	-	-	+	-	-	0.494118
ERR2061618.4454802 7001289F:103:C9WFLANXX:4:1203:4741:25667/1	R1	+	-	-	-	0.417722	-
ERR2061618.4454803 7001289F:109:CB97UANXX:1:1112:16352:3629/1	R1	+	-	-	-	0.471698	-
ERR2061618.4454804 7001289F:109:CB97UANXX:1:1213:19484:24329/1	R1	-	+	+	-	0.000000	0.471698
ERR2061618.4454805 7001289F:103:C9WFLANXX:3:2203:7884:98695/1	R1	+	-	-	-	0.000000	-
ERR2061618.4454806 7001289F:103:C9WFLANXX:3:2102:2293:31497/2	R2	-	-	+	-	-	0.446429
ERR2061618.4454807 7001289F:103:C9WFLANXX:3:2112:5780:73958/1	R1	+	-	-	-	0.446429	-
ERR2061618.4454808 7001289F:103:C9WFLANXX:3:1313:3281:39483/2	R2	-	-	+	-	-	0.446429
ERR2061618.4454809 7001289F:103:C9WFLANXX:4:1101:10555:30167/2	R2	-	-	+	-	-	0.446429
ERR2061618.4454810 7001289F:109:CB97UANXX:1:1101:8582:21159/1	R1	+	-	-	-	0.639640	-
ERR2061618.4454811 7001289F:109:CB97UANXX:1:1310:7286:96237/2	R2	-	-	+	-	-	0.446429
ERR2061618.4454812 7001289F:109:CB97UANXX:1:1303:19786:96271/1	R1	-	+	+	-	0.000000	0.345455
ERR2061618.4454813 7001289F:109:CB97UANXX:1:1210:4185:52673/2	R2	-	-	+	-	-	0.387755
ERR2061618.4454814 7001289F:109:CB97UANXX:1:1203:10916:99580/2	R2	-	-	+	-	-	0.390909
ERR2061618.4454815 7001289F:103:C9WFLANXX:3:1105:7691:9705/1	R1	+	-	-	+	0.000000	0.000000
ERR2061618.4454816 7001289F:103:C9WFLANXX:3:2207:18672:52012/1	R1	+	-	-	+	0.433628	0.000000
ERR2061618.4454817 7001289F:103:C9WFLANXX:3:1313:6792:46758/2	R2	-	-	+	-	-	0.345455
ERR2061618.4454818 7001289F:103:C9WFLANXX:3:1214:20688:67869/2	R2	-	-	+	-	-	0.446429
ERR2061618.4454819 7001289F:103:C9WFLANXX:3:1201:5196:47906/2	R2	-	-	+	-	-	0.446429
ERR2061618.4454820 7001289F:103:C9WFLANXX:4:2209:4615:85879/2	R2	-	-	+	-	-	0.446429
ERR2061618.4454821 7001289F:103:C9WFLANXX:4:2204:11567:39952/2	R2	-	-	+	-	-	0.433628
ERR2061618.4454822 7001289F:103:C9WFLANXX:4:1113:16685:48801/1	R1	+	-	-	-	0.433628	-
ERR2061618.4454823 7001289F:109:CB97UANXX:1:1103:18721:54132/1	R1	+	-	-	-	0.365385	-
ERR2061618.4454824 7001289F:109:CB97UANXX:1:2213:18045:18369/2	R2	-	-	+	-	-	0.446429
ERR2061618.4454825 7001289F:109:CB97UANXX:1:2114:12618:43368/1	R1	+	-	-	-	0.446429	-
ERR2061618.4454826 7001289F:109:CB97UANXX:1:1212:14103:46357/2	R2	-	-	+	-	-	0.345455
ERR2061618.4454827 7001289F:109:CB97UANXX:1:2308:4799:89004/1	R1	+	-	-	-	0.345455	-
ERR2061618.4454828 7001289F:103:C9WFLANXX:3:1108:7946:45510/2	R2	-	-	+	-	-	0.492537
ERR2061618.4454829 7001289F:103:C9WFLANXX:3:2315:2448:18453/2	R2	-	-	+	-	-	0.417722
ERR2061618.4454830 7001289F:103:C9WFLANXX:3:2101:17556:65119/2	R2	-	-	+	-	-	0.000000
ERR2061618.4454831 7001289F:103:C9WFLANXX:3:1210:19060:66737/1	R1	+	-	-	-	0.457944	-
ERR2061618.4454832 7001289F:103:C9WFLANXX:3:1316:5501:53574/1	R1	+	-	-	-	0.000000	-
ERR2061618.4454833 7001289F:103:C9WFLANXX:3:1215:20759:81541/1	R1	-	+	+	-	0.000000	0.457944
ERR2061618.4454834 7001289F:103:C9WFLANXX:4:2311:16626:15189/1	R1	+	-	-	-	0.924528	-
ERR2061618.4454835 7001289F:103:C9WFLANXX:4:2311:4812:85029/1	R1	+	-	-	-	0.471698	-
ERR2061618.4454836 7001289F:103:C9WFLANXX:4:2307:5216:5509/2	R2	-	-	+	-	-	0.000000
ERR2061618.4454837 7001289F:103:C9WFLANXX:4:2312:15663:63572/1	R1	+	-	-	-	0.000000	-
ERR2061618.4454838 7001289F:103:C9WFLANXX:4:2201:16658:17701/2	R2	-	-	+	-	-	0.457944
ERR2061618.4454839 7001289F:103:C9WFLANXX:4:2105:19549:62745/1	R1	+	-	-	-	0.000000	-
ERR2061618.4454840 7001289F:103:C9WFLANXX:4:1214:8346:91431/1	R1	+	-	-	-	0.000000	-
ERR2061618.4454841 7001289F:109:CB97UANXX:1:1103:17697:63489/2	R2	-	-	+	-	-	0.457944
ERR2061618.4454842 7001289F:109:CB97UANXX:1:2315:13937:46998/1	R1	+	-	-	-	0.000000	-
ERR2061618.4454843 7001289F:109:CB97UANXX:1:2213:8080:5432/2	R2	-	-	+	-	-	0.528302
